"","x"
"3882",1393706.71539896
"3883",390456.913975751
"3884",478091.607281601
"3885",320969.877062467
"3886",2432166.38120591
"3887",522716.45755668
"3888",422004.413381316
"3889",251649.889183023
"3890",439650.92615202
"3891",362723.47576134
"3892",682408.667453781
"3893",779792.532011704
"3894",482395.047648935
"3895",460809.611228486
"3896",291798.645300313
"3897",576173.189914809
"3898",463067.552738433
"3899",372050.287504462
"3900",486380.620524011
"3901",647762.654014106
"3902",487945.28112381
"3903",859700.432260776
"3904",306708.4111544
"3905",775648.120328993
"3906",775385.775028488
"3907",637204.166902955
"3908",541971.218373389
"3909",963299.851552927
"3910",407308.448774297
"3911",432813.199932889
"3912",328920.054296049
"3913",575143.120909058
"3914",377376.779988867
"3915",560576.317890873
"3916",537890.387006633
"3917",426062.318962964
"3918",450841.73093058
"3919",748894.989246612
"3920",843936.105682677
"3921",521119.245552309
"3922",938995.251720092
"3923",287072.50270136
"3924",840215.805179341
"3925",414699.960414817
"3926",519273.593913641
"3927",415241.351695735
"3928",728440.533719296
"3929",214554.136479058
"3930",590872.726291527
"3931",869970.506137674
"3932",503213.337630158
"3933",324021.513574437
"3934",822092.29677809
"3935",541430.252143497
"3936",464516.715372909
"3937",304809.423254554
"3938",310134.778750341
"3939",544001.809887156
"3940",1264651.51259461
"3941",1030134.45908953
"3942",790019.188344814
"3943",431144.541443719
"3944",405678.530253195
"3945",567061.613481251
"3946",542318.803023484
"3947",952803.276267641
"3948",427764.838968491
"3949",569888.938765639
"3950",859759.071546596
"3951",579646.426001255
"3952",518401.237209495
"3953",708715.412656462
"3954",939810.139019066
"3955",342662.732667119
"3956",650451.162530102
"3957",1446646.38016679
"3958",437796.95254497
"3959",482774.16259815
"3960",546431.236331812
"3961",613976.990199383
"3962",603102.113526505
"3963",635922.196556428
"3964",1300083.18863371
"3965",744943.092622976
"3966",283112.415759285
"3967",578513.183303032
"3968",320093.493727034
"3969",570072.685907176
"3970",406688.311589487
"3971",544451.689687045
"3972",477669.765289778
"3973",587762.774842473
"3974",560072.351629418
"3975",667725.652640283
"3976",287893.135633725
"3977",536948.308127411
"3978",514702.95704496
"3979",777560.138245324
"3980",555475.602918608
"3981",363890.155327269
"3982",1126482.14875716
"3983",699471.603381914
"3984",536817.186840193
"3985",560329.34027517
"3986",730731.410258653
"3987",418836.065523195
"3988",435914.515706439
"3989",290545.69147385
"3990",949010.554359362
"3991",282558.925794807
"3992",497045.145548366
"3993",800423.495817881
"3994",676929.329194103
"3995",551296.681063632
"3996",355806.90357945
"3997",1137158.43539749
"3998",672544.977862959
"3999",252832.246126227
"4000",613442.158598546
"4001",334246.74066149
"4002",1277121.34463846
"4003",609589.243734305
"4004",569913.145247368
"4005",969139.591698691
"4006",472175.87006005
"4007",531857.006877907
"4008",300982.160915082
"4009",553329.177649265
"4010",610466.718076678
"4011",525443.467207727
"4012",221259.865349981
"4013",501235.890055182
"4014",751964.789099374
"4015",610459.625068528
"4016",846567.843126307
"4017",341234.337803273
"4018",1122514.84241753
"4019",309696.59551399
"4020",443050.895273623
"4021",412311.497412232
"4022",291852.606537427
"4023",1354393.51063958
"4024",383082.576398033
"4025",930315.21466947
"4026",499878.279431863
"4027",622153.369404007
"4028",448999.735202309
"4029",795637.419359135
"4030",806692.18170982
"4031",1368554.78172122
"4032",538116.107557081
"4033",690674.892510548
"4034",604971.978222343
"4035",520889.861627968
"4036",427499.313495333
"4037",593521.095390338
"4038",511721.768801572
"4039",324532.554286208
"4040",1541405.62478747
"4041",392563.944469559
"4042",263860.385406338
"4043",440609.732688143
"4044",489048.760963314
"4045",439710.367432345
"4046",406649.971546567
"4047",452051.015617144
"4048",700612.991895949
"4049",220101.08551375
"4050",310338.278988033
"4051",283782.976849448
"4052",721366.287666577
"4053",446891.516546807
"4054",538081.574287617
"4055",468228.245043544
"4056",288509.389717442
"4057",861944.37664089
"4058",476010.332045481
"4059",949798.163646991
"4060",220075.795331739
"4061",791393.854026858
"4062",475791.193919633
"4063",417248.478088089
"4064",626096.904613645
"4065",447317.663432279
"4066",552613.721636926
"4067",798785.01173437
"4068",436249.153391831
"4069",512719.208682906
"4070",489122.155964771
"4071",531005.948588432
"4072",473608.31470516
"4073",501235.360514528
"4074",409727.278375733
"4075",365531.865976767
"4076",548949.65043343
"4077",341956.368194278
"4078",250948.737560977
"4079",524824.53930231
"4080",286013.040931867
"4081",336223.543359572
"4082",348069.039672248
"4083",451512.045351347
"4084",478521.304960838
"4085",270110.237240712
"4086",754998.168711203
"4087",512290.418863353
"4088",491881.159582708
"4089",669970.624655021
"4090",304810.972062493
"4091",1587282.70712606
"4092",907917.369375664
"4093",1402457.9717485
"4094",1120625.75470137
"4095",367699.626858124
"4096",391144.283355729
"4097",372859.832173364
"4098",362901.66626347
"4099",302641.777743109
"4100",720809.272429477
"4101",547508.650224731
"4102",278988.4407683
"4103",555575.289707854
"4104",380325.3420818
"4105",837639.768484041
"4106",294456.025761436
"4107",1240281.63376172
"4108",522697.724543538
"4109",386482.241871278
"4110",859221.798786593
"4111",440675.87465287
"4112",536630.022217877
"4113",646460.0184581
"4114",651758.230122185
"4115",396658.356480798
"4116",279410.197585709
"4117",495471.377060193
"4118",512724.17618031
"4119",643851.724184566
"4120",448361.48070549
"4121",346174.348340674
"4122",840067.503202678
"4123",385057.964935068
"4124",302406.18349782
"4125",472074.910071785
"4126",432722.324879967
"4127",294105.970998885
"4128",342081.558742279
"4129",549644.247793669
"4130",498841.566203069
"4131",916059.375367825
"4132",528550.500159054
"4133",488089.450650958
"4134",814619.485643748
"4135",624515.505373038
"4136",458241.820351359
"4137",572857.333834883
"4138",1271030.89950148
"4139",791800.674955244
"4140",1278174.77137475
"4141",229497.060799062
"4142",851769.023124855
"4143",318176.625345801
"4144",465608.150988218
"4145",656827.857742655
"4146",478852.193599209
"4147",365286.805785074
"4148",591046.040928368
"4149",278708.982575285
"4150",424041.68103532
"4151",388858.464265062
"4152",887848.111934251
"4153",425188.208683968
"4154",816711.678686331
"4155",631473.653268051
"4156",608436.590673642
"4157",525983.00104665
"4158",619834.167244823
"4159",462966.047013526
"4160",428695.571765305
"4161",335602.570711312
"4162",345705.36981718
"4163",736347.643623272
"4164",1014608.5012538
"4165",427572.738648475
"4166",293348.038481959
"4167",482289.039534966
"4168",669771.614387419
"4169",645571.062950601
"4170",479581.21835625
"4171",452208.539923609
"4172",462577.2950705
"4173",1641847.40208486
"4174",538744.637706169
"4175",574604.826549675
"4176",304038.650815916
"4177",469310.793309573
"4178",453205.674597539
"4179",501286.944120898
"4180",517020.578374462
"4181",758928.835780898
"4182",337078.845325911
"4183",869194.580235718
"4184",385216.277684077
"4185",491883.246805173
"4186",344009.153645392
"4187",1604830.89477288
"4188",1533941.26296931
"4189",401978.601095114
"4190",418264.900428988
"4191",1564102.0728428
"4192",404910.042889443
"4193",341680.353959556
"4194",427284.268271699
"4195",827011.5563423
"4196",750482.545926201
"4197",562195.815248391
"4198",271384.18790665
"4199",1078517.00501038
"4200",391890.513090122
"4201",510165.829771363
"4202",465659.582417457
"4203",454044.855199107
"4204",287215.391834158
"4205",798313.667752286
"4206",522359.997989503
"4207",738130.601466997
"4208",735023.521424375
"4209",654408.918751908
"4210",365298.067821304
"4211",1301723.74898894
"4212",565034.112410129
"4213",1308258.35305189
"4214",794420.151976642
"4215",455551.305024135
"4216",509670.485992342
"4217",360099.113486233
"4218",318389.967275264
"4219",371721.784844054
"4220",1572362.6289421
"4221",348477.372923328
"4222",649169.716614189
"4223",520887.107924468
"4224",405595.858743325
"4225",871720.673567022
"4226",348282.968420554
"4227",508835.516877403
"4228",414608.338993846
"4229",328058.311811812
